10  1.0000E+00       2    0   37  7.8382E+01 158.179  4.5619E-03  0.0000E+00 
10  1.9953E+00       2    0   37  7.8382E+01 158.179  3.2580E-03  0.0000E+00 
10  3.9811E+00       2    0   37  7.8382E+01 158.179  2.3445E-03  0.0000E+00 
10  7.9433E+00       2    0   37  7.8382E+01 158.179  1.7073E-03  0.0000E+00 
10  1.5849E+01       2    0   37  7.8382E+01 158.179  1.2606E-03  0.0000E+00 
10  3.1623E+01       2    0   37  7.8382E+01 158.179  9.3659E-04  0.0000E+00 
10  6.3096E+01       2    0   37  7.8382E+01 158.179  6.8329E-04  0.0000E+00 
10  1.2589E+02       2    0   37  7.8382E+01 158.179  4.7225E-04  0.0000E+00 
10  2.5119E+02       2    0   37  7.8382E+01 158.179  2.9968E-04  0.0000E+00 
10  5.0119E+02       2    0   37  7.8382E+01 158.179  1.7167E-04  0.0000E+00 
10  1.0000E+00     302    0   16  6.4124E+01 193.350  1.7227E-04  6.2068E-06 
10  1.9953E+00     302    0   16  6.4124E+01 193.350  9.5447E-05  2.3690E-06 
10  3.9811E+00     302    0   16  6.4124E+01 193.350  5.1067E-05  2.0917E-06 
10  7.9433E+00     302    0   16  6.4124E+01 193.350  2.6487E-05  4.1018E-05 
10  1.5849E+01     302    0   16  6.4124E+01 193.350  1.3416E-05  1.4778E-04 
10  3.1623E+01     302    0   16  6.4124E+01 193.350  6.6908E-06  1.6937E-04 
10  6.3096E+01     302    0   16  6.4124E+01 193.350  3.3357E-06  1.0835E-04 
10  1.2589E+02     302    0   16  6.4124E+01 193.350  1.6369E-06  5.1679E-05 
10  2.5119E+02     302    0   16  6.4124E+01 193.350  7.8186E-07  2.1268E-05 
10  5.0119E+02     302    0   16  6.4124E+01 193.350  3.5821E-07  8.1289E-06 
10  1.0000E+00     302    0   22  6.4736E+01 191.521  7.6979E-04  1.3926E-04 
10  1.9953E+00     302    0   22  6.4736E+01 191.521  4.2696E-04  5.3112E-05 
10  3.9811E+00     302    0   22  6.4736E+01 191.521  2.2888E-04  2.6208E-05 
10  7.9433E+00     302    0   22  6.4736E+01 191.521  1.1903E-04  2.1286E-04 
10  1.5849E+01     302    0   22  6.4736E+01 191.521  6.0436E-05  7.3273E-04 
10  3.1623E+01     302    0   22  6.4736E+01 191.521  3.0150E-05  8.3105E-04 
10  6.3096E+01     302    0   22  6.4736E+01 191.521  1.5004E-05  5.2941E-04 
10  1.2589E+02     302    0   22  6.4736E+01 191.521  7.3208E-06  2.5202E-04 
10  2.5119E+02     302    0   22  6.4736E+01 191.521  3.4691E-06  1.0362E-04 
10  5.0119E+02     302    0   22  6.4736E+01 191.521  1.5758E-06  3.9587E-05 
10  1.0000E+00     302    0   26  6.5114E+01 190.410  3.7741E-04  2.7384E-04 
10  1.9953E+00     302    0   26  6.5114E+01 190.410  2.0739E-04  1.0452E-04 
10  3.9811E+00     302    0   26  6.5114E+01 190.410  1.1013E-04  4.4006E-05 
10  7.9433E+00     302    0   26  6.5114E+01 190.410  5.6798E-05  1.7183E-04 
10  1.5849E+01     302    0   26  6.5114E+01 190.410  2.8666E-05  5.5410E-04 
10  3.1623E+01     302    0   26  6.5114E+01 190.410  1.4260E-05  6.2055E-04 
10  6.3096E+01     302    0   26  6.5114E+01 190.410  7.1173E-06  3.9334E-04 
10  1.2589E+02     302    0   26  6.5114E+01 190.410  3.4921E-06  1.8681E-04 
10  2.5119E+02     302    0   26  6.5114E+01 190.410  1.6647E-06  7.6723E-05 
10  5.0119E+02     302    0   26  6.5114E+01 190.410  7.5898E-07  2.9294E-05 
10  1.0000E+00     302    0   32  9.9162E+01 125.032  0.0000E+00  1.1775E-11 
10  1.9953E+00     302    0   32  9.9162E+01 125.032  0.0000E+00  1.3261E-07 
10  3.9811E+00     302    0   32  9.9162E+01 125.032  0.0000E+00  8.4859E-06 
10  7.9433E+00     302    0   32  9.9162E+01 125.032  0.0000E+00  4.0685E-05 
10  1.5849E+01     302    0   32  9.9162E+01 125.032  0.0000E+00  5.3228E-05 
10  3.1623E+01     302    0   32  9.9162E+01 125.032  0.0000E+00  3.6323E-05 
10  6.3096E+01     302    0   32  9.9162E+01 125.032  0.0000E+00  1.7887E-05 
10  1.2589E+02     302    0   32  9.9162E+01 125.032  0.0000E+00  7.4798E-06 
10  2.5119E+02     302    0   32  9.9162E+01 125.032  0.0000E+00  2.8817E-06 
10  5.0119E+02     302    0   32  9.9162E+01 125.032  0.0000E+00  1.0655E-06 
