 7  1.0000E+00       2    0  272  3.0293E+02  40.928  2.2543E-02  0.0000E+00 
 7  1.9953E+00       2    0  272  3.0293E+02  40.928  1.5927E-02  0.0000E+00 
 7  3.9811E+00       2    0  272  3.0293E+02  40.928  1.1232E-02  0.0000E+00 
 7  7.9433E+00       2    0  272  3.0293E+02  40.928  7.8904E-03  0.0000E+00 
 7  1.5849E+01       2    0  272  3.0293E+02  40.928  5.5030E-03  0.0000E+00 
 7  3.1623E+01       2    0  272  3.0293E+02  40.928  3.7855E-03  0.0000E+00 
 7  6.3096E+01       2    0  272  3.0293E+02  40.928  2.5405E-03  0.0000E+00 
 7  1.2589E+02       2    0  272  3.0293E+02  40.928  1.6375E-03  0.0000E+00 
 7  2.5119E+02       2    0  272  3.0293E+02  40.928  9.9599E-04  0.0000E+00 
 7  5.0119E+02       2    0  272  3.0293E+02  40.928  5.6332E-04  0.0000E+00 
 7  1.0000E+00       2    1  272  2.9380E+02  42.200  2.5962E-02  0.0000E+00 
 7  1.9953E+00       2    1  272  2.9380E+02  42.200  1.8351E-02  0.0000E+00 
 7  3.9811E+00       2    1  272  2.9380E+02  42.200  1.2953E-02  0.0000E+00 
 7  7.9433E+00       2    1  272  2.9380E+02  42.200  9.1156E-03  0.0000E+00 
 7  1.5849E+01       2    1  272  2.9380E+02  42.200  6.3781E-03  0.0000E+00 
 7  3.1623E+01       2    1  272  2.9380E+02  42.200  4.4117E-03  0.0000E+00 
 7  6.3096E+01       2    1  272  2.9380E+02  42.200  2.9853E-03  0.0000E+00 
 7  1.2589E+02       2    1  272  2.9380E+02  42.200  1.9447E-03  0.0000E+00 
 7  2.5119E+02       2    1  272  2.9380E+02  42.200  1.1969E-03  0.0000E+00 
 7  5.0119E+02       2    1  272  2.9380E+02  42.200  6.8480E-04  0.0000E+00 
 7  1.0000E+00       2    3  272  2.8955E+02  42.820  7.5835E-03  0.0000E+00 
 7  1.9953E+00       2    3  272  2.8955E+02  42.820  5.3622E-03  0.0000E+00 
 7  3.9811E+00       2    3  272  2.8955E+02  42.820  3.7871E-03  0.0000E+00 
