 7  1.0000E+00       2    0  272  6.1805E+02  20.060  4.3639E-02  0.0000E+00 
 7  1.9953E+00       2    0  272  6.1805E+02  20.060  3.0857E-02  0.0000E+00 
 7  3.9811E+00       2    0  272  6.1805E+02  20.060  2.1793E-02  0.0000E+00 
 7  7.9433E+00       2    0  272  6.1805E+02  20.060  1.5356E-02  0.0000E+00 
 7  1.5849E+01       2    0  272  6.1805E+02  20.060  1.0772E-02  0.0000E+00 
 7  3.1623E+01       2    0  272  6.1805E+02  20.060  7.4922E-03  0.0000E+00 
 7  6.3096E+01       2    0  272  6.1805E+02  20.060  5.1292E-03  0.0000E+00 
 7  1.2589E+02       2    0  272  6.1805E+02  20.060  3.4159E-03  0.0000E+00 
 7  2.5119E+02       2    0  272  6.1805E+02  20.060  2.1774E-03  0.0000E+00 
 7  5.0119E+02       2    0  272  6.1805E+02  20.060  1.3056E-03  0.0000E+00 
 7  1.0000E+00       2    1  272  6.0575E+02  20.468  5.1737E-02  0.0000E+00 
 7  1.9953E+00       2    1  272  6.0575E+02  20.468  3.6589E-02  0.0000E+00 
 7  3.9811E+00       2    1  272  6.0575E+02  20.468  2.5849E-02  0.0000E+00 
 7  7.9433E+00       2    1  272  6.0575E+02  20.468  1.8225E-02  0.0000E+00 
 7  1.5849E+01       2    1  272  6.0575E+02  20.468  1.2799E-02  0.0000E+00 
 7  3.1623E+01       2    1  272  6.0575E+02  20.468  8.9205E-03  0.0000E+00 
 7  6.3096E+01       2    1  272  6.0575E+02  20.468  6.1286E-03  0.0000E+00 
 7  1.2589E+02       2    1  272  6.0575E+02  20.468  4.1030E-03  0.0000E+00 
 7  2.5119E+02       2    1  272  6.0575E+02  20.468  2.6333E-03  0.0000E+00 
 7  5.0119E+02       2    1  272  6.0575E+02  20.468  1.5909E-03  0.0000E+00 
 7  1.0000E+00       2    3  272  5.9919E+02  20.692  1.1114E-02  0.0000E+00 
 7  1.9953E+00       2    3  272  5.9919E+02  20.692  7.8613E-03  0.0000E+00 
 7  3.9811E+00       2    3  272  5.9919E+02  20.692  5.5555E-03  0.0000E+00 
 7  7.9433E+00       2    3  272  5.9919E+02  20.692  3.9191E-03  0.0000E+00 
 7  1.5849E+01       2    3  272  5.9919E+02  20.692  2.7554E-03  0.0000E+00 
 7  3.1623E+01       2    3  272  5.9919E+02  20.692  1.9244E-03  0.0000E+00 
 7  6.3096E+01       2    3  272  5.9919E+02  20.692  1.3267E-03  0.0000E+00 
 7  1.2589E+02       2    3  272  5.9919E+02  20.692  8.9294E-04  0.0000E+00 
 7  2.5119E+02       2    3  272  5.9919E+02  20.692  5.7710E-04  0.0000E+00 
 7  5.0119E+02       2    3  272  5.9919E+02  20.692  3.5144E-04  0.0000E+00 
 7  1.0000E+00       2    4  272  5.9861E+02  20.712  2.5502E-03  0.0000E+00 
 7  1.9953E+00       2    4  272  5.9861E+02  20.712  1.8037E-03  0.0000E+00 
 7  3.9811E+00       2    4  272  5.9861E+02  20.712  1.2745E-03  0.0000E+00 
 7  7.9433E+00       2    4  272  5.9861E+02  20.712  8.9895E-04  0.0000E+00 
 7  1.5849E+01       2    4  272  5.9861E+02  20.712  6.3179E-04  0.0000E+00 
