 7  1.0000E+00       2    0  273  9.6511E+01 128.467  8.5295E-03  0.0000E+00 
 7  1.9953E+00       2    0  273  9.6511E+01 128.467  6.0225E-03  0.0000E+00 
 7  3.9811E+00       2    0  273  9.6511E+01 128.467  4.2408E-03  0.0000E+00 
 7  7.9433E+00       2    0  273  9.6511E+01 128.467  2.9694E-03  0.0000E+00 
 7  1.5849E+01       2    0  273  9.6511E+01 128.467  2.0548E-03  0.0000E+00 
 7  3.1623E+01       2    0  273  9.6511E+01 128.467  1.3896E-03  0.0000E+00 
 7  6.3096E+01       2    0  273  9.6511E+01 128.467  9.0294E-04  0.0000E+00 
 7  1.2589E+02       2    0  273  9.6511E+01 128.467  5.5294E-04  0.0000E+00 
 7  2.5119E+02       2    0  273  9.6511E+01 128.467  3.1405E-04  0.0000E+00 
 7  5.0119E+02       2    0  273  9.6511E+01 128.467  1.6398E-04  0.0000E+00 
 7  1.0000E+00       2    1  273  9.0850E+01 136.472  8.4117E-03  0.0000E+00 
 7  1.9953E+00       2    1  273  9.0850E+01 136.472  5.9558E-03  0.0000E+00 
 7  3.9811E+00       2    1  273  9.0850E+01 136.472  4.2159E-03  0.0000E+00 
 7  7.9433E+00       2    1  273  9.0850E+01 136.472  2.9794E-03  0.0000E+00 
 7  1.5849E+01       2    1  273  9.0850E+01 136.472  2.0925E-03  0.0000E+00 
 7  3.1623E+01       2    1  273  9.0850E+01 136.472  1.4445E-03  0.0000E+00 
 7  6.3096E+01       2    1  273  9.0850E+01 136.472  9.6177E-04  0.0000E+00 
 7  1.2589E+02       2    1  273  9.0850E+01 136.472  6.0373E-04  0.0000E+00 
 7  2.5119E+02       2    1  273  9.0850E+01 136.472  3.5061E-04  0.0000E+00 
 7  5.0119E+02       2    1  273  9.0850E+01 136.472  1.8641E-04  0.0000E+00 
 7  1.0000E+00       2    3  273  8.8537E+01 140.037  1.3148E-03  0.0000E+00 
 7  1.9953E+00       2    3  273  8.8537E+01 140.037  9.3213E-04  0.0000E+00 
 7  3.9811E+00       2    3  273  8.8537E+01 140.037  6.6147E-04  0.0000E+00 
 7  7.9433E+00       2    3  273  8.8537E+01 140.037  4.6954E-04  0.0000E+00 
 7  1.5849E+01       2    3  273  8.8537E+01 140.037  3.3211E-04  0.0000E+00 
 7  3.1623E+01       2    3  273  8.8537E+01 140.037  2.3150E-04  0.0000E+00 
 7  6.3096E+01       2    3  273  8.8537E+01 140.037  1.5589E-04  0.0000E+00 
 7  1.2589E+02       2    3  273  8.8537E+01 140.037  9.8967E-05  0.0000E+00 
 7  2.5119E+02       2    3  273  8.8537E+01 140.037  5.8049E-05  0.0000E+00 
 7  5.0119E+02       2    3  273  8.8537E+01 140.037  3.1111E-05  0.0000E+00 
 7  1.0000E+00       2    4  273  8.8508E+01 140.083  2.8844E-03  0.0000E+00 
 7  1.9953E+00       2    4  273  8.8508E+01 140.083  2.0452E-03  0.0000E+00 
 7  3.9811E+00       2    4  273  8.8508E+01 140.083  1.4516E-03  0.0000E+00 
 7  7.9433E+00       2    4  273  8.8508E+01 140.083  1.0308E-03  0.0000E+00 
 7  1.5849E+01       2    4  273  8.8508E+01 140.083  7.2957E-04  0.0000E+00 
 7  3.1623E+01       2    4  273  8.8508E+01 140.083  5.0904E-04  0.0000E+00 
 7  6.3096E+01       2    4  273  8.8508E+01 140.083  3.4320E-04  0.0000E+00 
 7  1.2589E+02       2    4  273  8.8508E+01 140.083  2.1819E-04  0.0000E+00 
 7  2.5119E+02       2    4  273  8.8508E+01 140.083  1.2816E-04  0.0000E+00 
 7  5.0119E+02       2    4  273  8.8508E+01 140.083  6.8777E-05  0.0000E+00 
 7  1.0000E+00       2    5  273  7.3700E+01 168.228  5.8409E-05  0.0000E+00 
 7  1.9953E+00       2    5  273  7.3700E+01 168.228  3.8119E-05  0.0000E+00 
 7  3.9811E+00       2    5  273  7.3700E+01 168.228  2.3455E-05  0.0000E+00 
 7  7.9433E+00       2    5  273  7.3700E+01 168.228  1.3308E-05  0.0000E+00 
 7  1.5849E+01       2    5  273  7.3700E+01 168.228  6.8674E-06  0.0000E+00 
 7  3.1623E+01       2    5  273  7.3700E+01 168.228  3.2243E-06  0.0000E+00 
 7  6.3096E+01       2    5  273  7.3700E+01 168.228  1.3938E-06  0.0000E+00 
 7  1.2589E+02       2    5  273  7.3700E+01 168.228  5.6449E-07  0.0000E+00 
 7  2.5119E+02       2    5  273  7.3700E+01 168.228  2.1796E-07  0.0000E+00 
 7  5.0119E+02       2    5  273  7.3700E+01 168.228  8.1452E-08  0.0000E+00 
 7  1.0000E+00     302    0   23  6.4177E+01 193.191  1.2372E-05  3.0328E-06 
 7  1.9953E+00     302    0   23  6.4177E+01 193.191  7.4132E-06  1.9302E-06 
 7  3.9811E+00     302    0   23  6.4177E+01 193.191  4.3729E-06  2.7480E-06 
 7  7.9433E+00     302    0   23  6.4177E+01 193.191  2.5492E-06  8.6098E-06 
 7  1.5849E+01     302    0   23  6.4177E+01 193.191  1.4782E-06  1.3261E-05 
 7  3.1623E+01     302    0   23  6.4177E+01 193.191  8.5432E-07  1.0588E-05 
 7  6.3096E+01     302    0   23  6.4177E+01 193.191  4.8858E-07  5.7507E-06 
 7  1.2589E+02     302    0   23  6.4177E+01 193.191  2.7288E-07  2.5321E-06 
 7  2.5119E+02     302    0   23  6.4177E+01 193.191  1.4515E-07  1.0001E-06 
 7  5.0119E+02     302    0   23  6.4177E+01 193.191  7.2582E-08  3.7359E-07 
 7  1.0000E+00     302    0   24  6.4187E+01 193.160  1.3620E-05  6.1948E-06 
 7  1.9953E+00     302    0   24  6.4187E+01 193.160  8.2134E-06  3.8251E-06 
 7  3.9811E+00     302    0   24  6.4187E+01 193.160  4.8637E-06  5.6329E-06 
 7  7.9433E+00     302    0   24  6.4187E+01 193.160  2.8365E-06  1.8504E-05 
 7  1.5849E+01     302    0   24  6.4187E+01 193.160  1.6371E-06  2.8224E-05 
 7  3.1623E+01     302    0   24  6.4187E+01 193.160  9.3712E-07  2.2022E-05 
 7  6.3096E+01     302    0   24  6.4187E+01 193.160  5.2921E-07  1.1728E-05 
 7  1.2589E+02     302    0   24  6.4187E+01 193.160  2.9138E-07  5.1114E-06 
 7  2.5119E+02     302    0   24  6.4187E+01 193.160  1.5312E-07  2.0113E-06 
 7  5.0119E+02     302    0   24  6.4187E+01 193.160  7.5840E-08  7.5080E-07 
 7  1.0000E+00     302    0   25  6.4215E+01 193.078  3.2392E-06  9.8316E-06 
 7  1.9953E+00     302    0   25  6.4215E+01 193.078  1.9068E-06  5.7455E-06 
 7  3.9811E+00     302    0   25  6.4215E+01 193.078  1.0889E-06  8.1356E-06 
 7  7.9433E+00     302    0   25  6.4215E+01 193.078  6.0182E-07  2.7611E-05 
