 8  1.0000E+00       2    0  226  6.2166E+01 199.441  5.7122E-03  0.0000E+00 
 8  1.9953E+00       2    0  226  6.2166E+01 199.441  4.0726E-03  0.0000E+00 
 8  3.9811E+00       2    0  226  6.2166E+01 199.441  2.9199E-03  0.0000E+00 
 8  7.9433E+00       2    0  226  6.2166E+01 199.441  2.1088E-03  0.0000E+00 
 8  1.5849E+01       2    0  226  6.2166E+01 199.441  1.5304E-03  0.0000E+00 
 8  3.1623E+01       2    0  226  6.2166E+01 199.441  1.1017E-03  0.0000E+00 
 8  6.3096E+01       2    0  226  6.2166E+01 199.441  7.6606E-04  0.0000E+00 
 8  1.2589E+02       2    0  226  6.2166E+01 199.441  4.9894E-04  0.0000E+00 
 8  2.5119E+02       2    0  226  6.2166E+01 199.441  2.9740E-04  0.0000E+00 
 8  5.0119E+02       2    0  226  6.2166E+01 199.441  1.6052E-04  0.0000E+00 
 8  1.0000E+00       2    1  226  6.2085E+01 199.700  1.1118E-03  0.0000E+00 
 8  1.9953E+00       2    1  226  6.2085E+01 199.700  7.9265E-04  0.0000E+00 
 8  3.9811E+00       2    1  226  6.2085E+01 199.700  5.6829E-04  0.0000E+00 
 8  7.9433E+00       2    1  226  6.2085E+01 199.700  4.1041E-04  0.0000E+00 
 8  1.5849E+01       2    1  226  6.2085E+01 199.700  2.9783E-04  0.0000E+00 
 8  3.1623E+01       2    1  226  6.2085E+01 199.700  2.1436E-04  0.0000E+00 
 8  6.3096E+01       2    1  226  6.2085E+01 199.700  1.4902E-04  0.0000E+00 
 8  1.2589E+02       2    1  226  6.2085E+01 199.700  9.7024E-05  0.0000E+00 
 8  2.5119E+02       2    1  226  6.2085E+01 199.700  5.7812E-05  0.0000E+00 
 8  5.0119E+02       2    1  226  6.2085E+01 199.700  3.1193E-05  0.0000E+00 
 8  1.0000E+00       2    2  226  6.2077E+01 199.726  3.4047E-03  0.0000E+00 
 8  1.9953E+00       2    2  226  6.2077E+01 199.726  2.4274E-03  0.0000E+00 
 8  3.9811E+00       2    2  226  6.2077E+01 199.726  1.7404E-03  0.0000E+00 
 8  7.9433E+00       2    2  226  6.2077E+01 199.726  1.2570E-03  0.0000E+00 
 8  1.5849E+01       2    2  226  6.2077E+01 199.726  9.1229E-04  0.0000E+00 
 8  3.1623E+01       2    2  226  6.2077E+01 199.726  6.5671E-04  0.0000E+00 
 8  6.3096E+01       2    2  226  6.2077E+01 199.726  4.5664E-04  0.0000E+00 
 8  1.2589E+02       2    2  226  6.2077E+01 199.726  2.9739E-04  0.0000E+00 
 8  2.5119E+02       2    2  226  6.2077E+01 199.726  1.7724E-04  0.0000E+00 
 8  5.0119E+02       2    2  226  6.2077E+01 199.726  9.5654E-05  0.0000E+00 
 8  1.0000E+00     302    0  100  6.6345E+01 186.879  0.0000E+00  2.7935E-04 
 8  1.9953E+00     302    0  100  6.6345E+01 186.879  0.0000E+00  7.9688E-04 
 8  3.9811E+00     302    0  100  6.6345E+01 186.879  0.0000E+00  8.0369E-04 
 8  7.9433E+00     302    0  100  6.6345E+01 186.879  0.0000E+00  4.8136E-04 
 8  1.5849E+01     302    0  100  6.6345E+01 186.879  0.0000E+00  2.2204E-04 
 8  3.1623E+01     302    0  100  6.6345E+01 186.879  0.0000E+00  8.9858E-05 
 8  6.3096E+01     302    0  100  6.6345E+01 186.879  0.0000E+00  3.4055E-05 
 8  1.2589E+02     302    0  100  6.6345E+01 186.879  0.0000E+00  1.2489E-05 
 8  2.5119E+02     302    0  100  6.6345E+01 186.879  0.0000E+00  4.5052E-06 
 8  5.0119E+02     302    0  100  6.6345E+01 186.879  0.0000E+00  1.6118E-06 
 8  1.0000E+00     302    0  101  6.6396E+01 186.734  0.0000E+00  4.9356E-05 
 8  1.9953E+00     302    0  101  6.6396E+01 186.734  0.0000E+00  1.4447E-04 
 8  3.9811E+00     302    0  101  6.6396E+01 186.734  0.0000E+00  1.4760E-04 
 8  7.9433E+00     302    0  101  6.6396E+01 186.734  0.0000E+00  8.8979E-05 
 8  1.5849E+01     302    0  101  6.6396E+01 186.734  0.0000E+00  4.1178E-05 
