 7  1.0000E+00       2    0  272  8.1618E+02  15.191  5.8972E-02  0.0000E+00 
 7  1.9953E+00       2    0  272  8.1618E+02  15.191  4.1709E-02  0.0000E+00 
 7  3.9811E+00       2    0  272  8.1618E+02  15.191  2.9472E-02  0.0000E+00 
 7  7.9433E+00       2    0  272  8.1618E+02  15.191  2.0786E-02  0.0000E+00 
 7  1.5849E+01       2    0  272  8.1618E+02  15.191  1.4608E-02  0.0000E+00 
 7  3.1623E+01       2    0  272  8.1618E+02  15.191  1.0195E-02  0.0000E+00 
 7  6.3096E+01       2    0  272  8.1618E+02  15.191  7.0235E-03  0.0000E+00 
 7  1.2589E+02       2    0  272  8.1618E+02  15.191  4.7282E-03  0.0000E+00 
 7  2.5119E+02       2    0  272  8.1618E+02  15.191  3.0645E-03  0.0000E+00 
 7  5.0119E+02       2    0  272  8.1618E+02  15.191  1.8788E-03  0.0000E+00 
 7  1.0000E+00       2    1  272  8.0249E+02  15.450  6.6201E-02  0.0000E+00 
 7  1.9953E+00       2    1  272  8.0249E+02  15.450  4.6826E-02  0.0000E+00 
 7  3.9811E+00       2    1  272  8.0249E+02  15.450  3.3094E-02  0.0000E+00 
 7  7.9433E+00       2    1  272  8.0249E+02  15.450  2.3350E-02  0.0000E+00 
 7  1.5849E+01       2    1  272  8.0249E+02  15.450  1.6421E-02  0.0000E+00 
 7  3.1623E+01       2    1  272  8.0249E+02  15.450  1.1476E-02  0.0000E+00 
 7  6.3096E+01       2    1  272  8.0249E+02  15.450  7.9256E-03  0.0000E+00 
 7  1.2589E+02       2    1  272  8.0249E+02  15.450  5.3559E-03  0.0000E+00 
 7  2.5119E+02       2    1  272  8.0249E+02  15.450  3.4895E-03  0.0000E+00 
 7  5.0119E+02       2    1  272  8.0249E+02  15.450  2.1527E-03  0.0000E+00 
 7  1.0000E+00       2    3  272  7.9442E+02  15.607  1.1849E-02  0.0000E+00 
 7  1.9953E+00       2    3  272  7.9442E+02  15.607  8.3820E-03  0.0000E+00 
 7  3.9811E+00       2    3  272  7.9442E+02  15.607  5.9253E-03  0.0000E+00 
