 9  1.0000E+00       2    0  113  1.0773E+02 115.088  1.1060E-02  0.0000E+00 
 9  1.9953E+00       2    0  113  1.0773E+02 115.088  7.8476E-03  0.0000E+00 
 9  3.9811E+00       2    0  113  1.0773E+02 115.088  5.5795E-03  0.0000E+00 
 9  7.9433E+00       2    0  113  1.0773E+02 115.088  3.9775E-03  0.0000E+00 
 9  1.5849E+01       2    0  113  1.0773E+02 115.088  2.8398E-03  0.0000E+00 
 9  3.1623E+01       2    0  113  1.0773E+02 115.088  2.0166E-03  0.0000E+00 
 9  6.3096E+01       2    0  113  1.0773E+02 115.088  1.4004E-03  0.0000E+00 
 9  1.2589E+02       2    0  113  1.0773E+02 115.088  9.2687E-04  0.0000E+00 
 9  2.5119E+02       2    0  113  1.0773E+02 115.088  5.7001E-04  0.0000E+00 
 9  5.0119E+02       2    0  113  1.0773E+02 115.088  3.2038E-04  0.0000E+00 
 9  1.0000E+00       2    1  113  1.0746E+02 115.378  1.9907E-03  0.0000E+00 
 9  1.9953E+00       2    1  113  1.0746E+02 115.378  1.4126E-03  0.0000E+00 
 9  3.9811E+00       2    1  113  1.0746E+02 115.378  1.0045E-03  0.0000E+00 
 9  7.9433E+00       2    1  113  1.0746E+02 115.378  7.1621E-04  0.0000E+00 
 9  1.5849E+01       2    1  113  1.0746E+02 115.378  5.1151E-04  0.0000E+00 
 9  3.1623E+01       2    1  113  1.0746E+02 115.378  3.6341E-04  0.0000E+00 
 9  6.3096E+01       2    1  113  1.0746E+02 115.378  2.5252E-04  0.0000E+00 
 9  1.2589E+02       2    1  113  1.0746E+02 115.378  1.6723E-04  0.0000E+00 
 9  2.5119E+02       2    1  113  1.0746E+02 115.378  1.0289E-04  0.0000E+00 
 9  5.0119E+02       2    1  113  1.0746E+02 115.378  5.7853E-05  0.0000E+00 
 9  1.0000E+00     302    0    3  6.6135E+01 187.472  2.9928E-02  7.6808E-03 
 9  1.9953E+00     302    0    3  6.6135E+01 187.472  1.8199E-02  6.3073E-03 
 9  3.9811E+00     302    0    3  6.6135E+01 187.472  1.0900E-02  5.0395E-03 
 9  7.9433E+00     302    0    3  6.6135E+01 187.472  6.4649E-03  1.7180E-02 
 9  1.5849E+01     302    0    3  6.6135E+01 187.472  3.8303E-03  4.3742E-02 
 9  3.1623E+01     302    0    3  6.6135E+01 187.472  2.2863E-03  4.4535E-02 
 9  6.3096E+01     302    0    3  6.6135E+01 187.472  1.3747E-03  2.7018E-02 
 9  1.2589E+02     302    0    3  6.6135E+01 187.472  8.2105E-04  1.2562E-02 
 9  2.5119E+02     302    0    3  6.6135E+01 187.472  4.7558E-04  5.1043E-03 
 9  5.0119E+02     302    0    3  6.6135E+01 187.472  2.6194E-04  1.9382E-03 
 9  1.0000E+00     302    0    4  6.6293E+01 187.023  1.0374E-02  5.7064E-03 
 9  1.9953E+00     302    0    4  6.6293E+01 187.023  6.2333E-03  3.8931E-03 
 9  3.9811E+00     302    0    4  6.6293E+01 187.023  3.6800E-03  2.7695E-03 
 9  7.9433E+00     302    0    4  6.6293E+01 187.023  2.1452E-03  7.2606E-03 
 9  1.5849E+01     302    0    4  6.6293E+01 187.023  1.2452E-03  1.7315E-02 
 9  3.1623E+01     302    0    4  6.6293E+01 187.023  7.2598E-04  1.7379E-02 
 9  6.3096E+01     302    0    4  6.6293E+01 187.023  4.2561E-04  1.0492E-02 
 9  1.2589E+02     302    0    4  6.6293E+01 187.023  2.4717E-04  4.8687E-03 
 9  2.5119E+02     302    0    4  6.6293E+01 187.023  1.3887E-04  1.9763E-03 
 9  5.0119E+02     302    0    4  6.6293E+01 187.023  7.3922E-05  7.5008E-04 
 9  1.0000E+00     302    0    5  6.6417E+01 186.676  3.1804E-04  2.9575E-04 
 9  1.9953E+00     302    0    5  6.6417E+01 186.676  1.8919E-04  1.9336E-04 
 9  3.9811E+00     302    0    5  6.6417E+01 186.676  1.1041E-04  1.3081E-04 
 9  7.9433E+00     302    0    5  6.6417E+01 186.676  6.3530E-05  2.8062E-04 
 9  1.5849E+01     302    0    5  6.6417E+01 186.676  3.6362E-05  6.2682E-04 
 9  3.1623E+01     302    0    5  6.6417E+01 186.676  2.0893E-05  6.1928E-04 
 9  6.3096E+01     302    0    5  6.6417E+01 186.676  1.2080E-05  3.7172E-04 
 9  1.2589E+02     302    0    5  6.6417E+01 186.676  6.9073E-06  1.7207E-04 
 9  2.5119E+02     302    0    5  6.6417E+01 186.676  3.8122E-06  6.9767E-05 
 9  5.0119E+02     302    0    5  6.6417E+01 186.676  1.9842E-06  2.6464E-05 
 9  1.0000E+00     302    0    6  6.7705E+01 183.124  5.5754E-03  2.5495E-03 
 9  1.9953E+00     302    0    6  6.7705E+01 183.124  3.4507E-03  2.4119E-03 
 9  3.9811E+00     302    0    6  6.7705E+01 183.124  2.1246E-03  1.9712E-03 
 9  7.9433E+00     302    0    6  6.7705E+01 183.124  1.3131E-03  4.0536E-03 
 9  1.5849E+01     302    0    6  6.7705E+01 183.124  8.2447E-04  9.0972E-03 
 9  3.1623E+01     302    0    6  6.7705E+01 183.124  5.2974E-04  9.0306E-03 
 9  6.3096E+01     302    0    6  6.7705E+01 183.124  3.4556E-04  5.4262E-03 
 9  1.2589E+02     302    0    6  6.7705E+01 183.124  2.2287E-04  2.5119E-03 
 9  2.5119E+02     302    0    6  6.7705E+01 183.124  1.3771E-04  1.0187E-03 
 9  5.0119E+02     302    0    6  6.7705E+01 183.124  7.9799E-05  3.8651E-04 
 9  1.0000E+00     302    0    7  6.7911E+01 182.568  1.4245E-04  4.0210E-04 
 9  1.9953E+00     302    0    7  6.7911E+01 182.568  9.0615E-05  3.8248E-04 
 9  3.9811E+00     302    0    7  6.7911E+01 182.568  5.8076E-05  2.8752E-04 
 9  7.9433E+00     302    0    7  6.7911E+01 182.568  3.8068E-05  2.9284E-04 
 9  1.5849E+01     302    0    7  6.7911E+01 182.568  2.5852E-05  4.4899E-04 
 9  3.1623E+01     302    0    7  6.7911E+01 182.568  1.8137E-05  4.0852E-04 
 9  6.3096E+01     302    0    7  6.7911E+01 182.568  1.2764E-05  2.3857E-04 
 9  1.2589E+02     302    0    7  6.7911E+01 182.568  8.6298E-06  1.0915E-04 
 9  2.5119E+02     302    0    7  6.7911E+01 182.568  5.3773E-06  4.4032E-05 
 9  5.0119E+02     302    0    7  6.7911E+01 182.568  3.0328E-06  1.6665E-05 
 9  1.0000E+00     302    0    8  7.1143E+01 174.274  3.9208E-05  8.6501E-03 
 9  1.9953E+00     302    0    8  7.1143E+01 174.274  2.8282E-05  4.8889E-03 
 9  3.9811E+00     302    0    8  7.1143E+01 174.274  2.1011E-05  2.6497E-03 
 9  7.9433E+00     302    0    8  7.1143E+01 174.274  1.6312E-05  1.3800E-03 
 9  1.5849E+01     302    0    8  7.1143E+01 174.274  1.3284E-05  7.5582E-04 
 9  3.1623E+01     302    0    8  7.1143E+01 174.274  1.1102E-05  4.2279E-04 
 9  6.3096E+01     302    0    8  7.1143E+01 174.274  9.0717E-06  2.0944E-04 
 9  1.2589E+02     302    0    8  7.1143E+01 174.274  6.8810E-06  9.0431E-05 
 9  2.5119E+02     302    0    8  7.1143E+01 174.274  4.6591E-06  3.5647E-05 
 9  5.0119E+02     302    0    8  7.1143E+01 174.274  2.7782E-06  1.3353E-05 
 9  1.0000E+00     302    0    9  7.1145E+01 174.270  1.4828E-06  4.9525E-04 
 9  1.9953E+00     302    0    9  7.1145E+01 174.270  1.0612E-06  2.9701E-04 
 9  3.9811E+00     302    0    9  7.1145E+01 174.270  7.8117E-07  1.6573E-04 
 9  7.9433E+00     302    0    9  7.1145E+01 174.270  6.0023E-07  8.6728E-05 
 9  1.5849E+01     302    0    9  7.1145E+01 174.270  4.8359E-07  4.6225E-05 
 9  3.1623E+01     302    0    9  7.1145E+01 174.270  4.0020E-07  2.4702E-05 
 9  6.3096E+01     302    0    9  7.1145E+01 174.270  3.2439E-07  1.1810E-05 
 9  1.2589E+02     302    0    9  7.1145E+01 174.270  2.4455E-07  5.0013E-06 
 9  2.5119E+02     302    0    9  7.1145E+01 174.270  1.6483E-07  1.9539E-06 
 9  5.0119E+02     302    0    9  7.1145E+01 174.270  9.7926E-08  7.2911E-07 
 9  1.0000E+00     302    0   17  7.4335E+01 166.790  1.4888E-05  5.1387E-06 
 9  1.9953E+00     302    0   17  7.4335E+01 166.790  8.9612E-06  4.6632E-06 
 9  3.9811E+00     302    0   17  7.4335E+01 166.790  5.3147E-06  3.9776E-06 
 9  7.9433E+00     302    0   17  7.4335E+01 166.790  3.1207E-06  1.0003E-05 
 9  1.5849E+01     302    0   17  7.4335E+01 166.790  1.8293E-06  2.3549E-05 
